,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
6178,48961297,35724770,48751975,18890087,85864958,55452372,14527842,31562928,25320806,48332018,22781794,52061646,76010724,23961558,avhyG
6179,45034196,90442777,21152093,37481499,55188691,80479744,70284642,30477314,13229932,36081364,19950940,40144153,40524852,3774496,rtobt
6180,95641998,95129893,82056290,7418479,37568888,54892973,63184912,36426367,4076649,58630447,70969432,14514589,46784010,38296565,jVL39
6181,44168659,3782378,52654281,16690907,20924087,70043486,2598316,66915960,60829123,2454958,99625629,21618027,20790684,1060341,nGBGh
6182,75466370,30081159,95955423,33582481,23663013,45691168,7320766,80162717,58992779,92585392,60710196,9548359,91267154,33349659,DBrJq
6183,36066561,64294861,67138675,32208257,8079741,70649717,68106868,56074993,30248893,35296941,42711241,22103320,21088697,44827467,CSCiD
6184,89809689,78861156,76282480,25802471,66402099,51122838,6920773,62121656,33990078,94592681,94225153,23742645,12297006,95283896,Clsdp
6185,9599302,24616634,91186318,745182,4815491,19654362,26658066,63074231,23825112,92453388,84390733,6171490,72820366,1692192,LW6j2
6186,56471061,17119753,94011825,4403679,83979545,73606050,56708470,29913738,53950616,78882038,46239119,74970231,8961556,22639581,IIRt0
6187,59401727,55015926,4110653,6258016,55165348,3964987,20411531,17444722,69514872,54489289,81366779,79246397,37232844,36203190,WJs8W
6188,81519418,16815147,90295501,32365642,35049943,48910724,49065932,97285865,2637893,93519770,99430408,38141394,17249161,66856072,QP8xs
6189,51105201,67551155,17717494,20795288,2492176,77886898,69966095,12844805,17576998,89528249,26122850,11101840,94104932,20175149,mV9Bz
6190,87919303,38783423,43858040,81023458,45138588,14005336,80703750,35638303,36234845,65891265,6010614,38604091,78670275,78327690,0xnPv
6191,51003235,61346272,80964551,28526546,51333601,50066589,45372271,37454736,56816081,94931543,80483806,58451607,70970605,62664537,z99GO
6192,86743767,34266258,73961512,51125150,47706288,99522590,68476593,469762,78139268,279474,65518403,86531300,64406848,1933003,VoieZ
6193,48738108,69455010,59968886,44321405,13433661,82094704,96165925,901975,13018328,95828558,85851863,42632024,13489386,1127957,bm6rf
6194,98281009,99426268,43501654,98222223,73833659,66544812,10043300,88798577,68761413,79664486,82944725,42980733,92603471,71640702,slcwI
6195,42922386,92351332,40781410,85078851,58996973,10005739,50341575,35347258,4083397,46617042,54477697,4018960,70354191,59780366,JP5l9
6196,94601620,57941372,47069412,17429628,55138021,33223854,61130787,61848328,21252247,45318660,6358486,97154079,77570853,48515500,KsooO
6197,36913313,74927143,19693105,75043547,57499884,3265780,72614718,72022345,9230837,48615993,91823497,75868132,67055002,81063592,zdTAd
6198,88144908,42471756,87691004,15152948,2357916,55986658,54726643,21767321,12636227,70635542,26576273,15680060,13174578,67329639,cpiVA
6199,53999349,49811376,46840166,77452084,25899651,83196122,82705345,957150,44539365,67341182,91692385,22647396,15531426,72902455,Ge2p2
6200,61093385,94120504,17131560,39228649,55879865,28780180,44135639,92012056,79266208,62198460,68176912,95606691,5901695,77293975,HzkkS
6201,24230509,99292879,57237575,71766191,11932381,91430960,28925378,50040752,8370619,11711782,95032851,57744996,693740,6387325,QUzgR
6202,75218745,4097932,89044686,81937544,56326292,64836366,46295348,1434620,97032357,91670682,95418861,81170023,4421299,77421571,oCaZd
6203,27974878,2057977,24551588,18641428,12490552,29168975,63485068,69621658,59725178,43908441,6820785,32928771,26551002,88405617,apwd7
6204,3630049,68177967,49647152,35949709,85311555,23276444,74945751,2345497,29446266,25384371,98831569,33646487,3813558,35669580,R7wS1
6205,33711291,80356990,96087828,49636096,87801425,47470166,75309806,49455966,61528651,13774992,10295326,82813540,26848673,42547426,eFEzm
6206,84339272,32230806,16377149,16003242,40720382,72441937,43351618,24498041,22488470,78967825,53638697,3888262,97568397,12462601,0KkIg
6207,53022067,85546943,50667172,47506470,24379507,5751678,5867108,34971790,90675704,58819412,58559256,96761249,88519038,4775853,JNHJ5
6208,3520008,98770937,61382167,58014290,79805911,14057094,99970423,20284838,96749308,77214319,28187645,28792988,87472084,79333950,9scCU
6209,8489797,99185378,50648514,68050556,24197826,86416264,57750197,67340726,17680143,77831746,69415032,86993233,37607224,31495444,euxqz
6210,21842383,6819295,10413713,50999765,68134275,47493890,24240665,8164963,50178629,66573065,56485012,49514247,43423225,11368374,drQDv
6211,40748442,83470661,29356903,34101468,97714755,84715575,66710880,17132328,97511031,45404644,50374269,56139190,34394517,47290601,amPkC
6212,62345553,36648992,28867379,11516690,26584974,30683066,18223119,38403607,65670613,24803134,90977749,31257687,86792993,13456634,jYJBJ
6213,4264752,70078485,20083945,17552595,17369962,75358266,29704589,70829070,18324807,9387995,60229925,31949370,73282829,87626408,7XjTb
6214,41788277,32496342,27623547,89497356,83391873,56583978,36953393,29968153,79946070,64092241,47858759,60232573,50216342,44565509,4lp3H
6215,1269177,79497319,8187442,31711966,40020562,67582400,88481684,25028295,70325445,56846059,7006194,52292174,62064232,43152341,kprI5
6216,43700915,84292726,31828404,77751656,29390308,76838220,97295668,86317086,32727165,30684315,47620482,82341161,22188506,63114177,SSVIi
6217,41799776,54245757,38941155,80130600,289662,16225734,37520473,86239527,36106219,482776,70007689,22492886,29328452,63674917,TmPh2
6218,43187901,93229272,49214452,47754463,55055901,29068913,48633849,19970130,75891445,91076604,99702645,44358849,70642297,77523465,aQUdC
6219,72548705,26070078,12096660,71449765,5497683,38474257,38999965,37377216,20577896,50895593,73245920,10740829,28662608,32978035,ixZQe
6220,78994424,51645349,86432385,75231955,8816380,39975785,50118471,52108072,950096,77381484,51134923,82420021,8529070,54421471,0zhiz
6221,75050240,55263566,70970966,94491182,90802673,25480401,63108735,47551568,91536679,88413280,38356764,9186592,56157693,41766856,S3F4u
6222,72695375,4605904,37687785,38861552,53086487,3856676,37133620,30836649,55270233,45903744,79805742,69344955,55550079,74644816,m8vd5
6223,807099,13294013,53093992,33362535,98081540,77381138,14291642,23204491,98792656,40092121,14763554,63631806,24571779,57549452,aBjNy
6224,10267057,68580078,50977640,38271758,64467276,49452531,62255940,44341771,88989649,16027860,77818324,40577485,87402634,47908966,b0gHs
6225,77149446,9026687,27800446,53285364,11359134,98741516,22481739,41477067,97088692,52287971,504517,94058404,25691792,39147729,XVMTg
6226,14000691,75486900,37857333,55329284,67449611,27272210,2451520,44867160,69813050,43983927,56776013,7757907,46808075,28865618,6J4yB
6227,39844259,51485131,51138856,17074565,27870967,40857586,77353390,98208944,50513200,40121490,43487977,60329128,35163316,92093117,HM46x
6228,81351659,63663369,77874270,29765779,56326722,99076071,20933599,88310903,43118020,30069856,84043020,98767997,42483952,46361260,AwADC
6229,12526000,19270913,93396103,77208549,81946126,50523594,37588664,36553104,91307348,53249998,9107938,70938893,34401333,7308569,j1jmE
6230,78590601,72453068,97259388,79274136,60265458,91252228,86616092,13563736,27505254,69829068,82996342,2796190,71431748,97946511,bQovZ
6231,38602563,1236536,66520629,23579567,84973923,92846833,36119240,32573339,91853804,79175851,3252834,95001665,446449,14372398,VXmsi
6232,57119330,19037366,55665151,76162132,57903752,41040753,77901268,33106263,6523871,33539842,90575017,9522906,96476553,80217415,nVmEJ
6233,15755673,44243315,8506473,73965637,81306361,84647801,16452708,45490851,78539523,79382284,37364566,278458,1748367,42874335,FsaLE
6234,47975303,45374899,76329941,37060973,81088945,46148957,10141990,81245251,34805112,4615374,97688111,23832499,10151372,49497488,Z5Ood
6235,56683260,35035750,85763792,5046477,61315027,48302439,84088171,51616039,68771598,679834,25952388,83798511,83679824,76990878,tL33O
6236,38197732,83064183,88143910,29315810,10301205,32630544,80779475,60205205,42426745,57293735,36040871,33018694,31560847,69194630,daVrd
6237,88519259,52573369,71932149,40998647,56491844,67404286,96236962,25430886,32657884,19529577,55501744,26260912,63252243,24906687,oKS76
6238,84754206,20186800,25521402,13673546,54669163,28772765,84476924,67354388,56481882,26560972,39089090,59197646,35140958,67561650,dNRTD
6239,70899724,78495200,65810077,98333744,24179101,84207876,55960593,67195231,59761227,81173526,90822581,78058979,59173599,27727180,CWf5u
6240,56367023,66023494,33806562,67833367,61203103,76682174,20092909,37427848,47611875,74795568,4440245,41403121,76009963,3982559,s50ev
6241,7495458,66509469,91397114,43936837,11140750,39470201,26185936,98572281,23827440,91731523,78708621,82731122,72282779,12907796,A2lEw
6242,77387263,74717328,90046522,65873211,42741668,49075759,43644580,99435648,4843071,32412386,75886511,62418550,52844546,90742280,C0HtS
6243,93904802,15938543,36296360,70322041,33148172,20781700,99311094,82409827,88297693,70737519,47498736,91479162,25809767,67851733,7mgxZ
6244,43718323,72848238,57313173,49033566,78061292,79947219,50520759,19869826,23654307,34126208,76507136,71042198,13425221,3655717,3O1Zb
6245,40969736,55076798,76756658,24649788,34745801,32538544,86172961,92918106,76758917,69962707,20207723,16404794,19706467,73996859,HuLyx
6246,69429216,84110181,27398915,9488549,6870250,9981869,30124804,52882076,75188895,98848653,20334555,28566969,85280999,99895028,B0dtj
6247,71698793,75188726,52666135,68987141,65437601,3387785,7418649,40717140,54135098,84027184,62691267,96854857,45581538,25052676,viBJ1
6248,39554373,8944122,9419267,22484940,15570032,11700304,46804894,3677940,96718972,10427201,69036936,85437816,78551654,970744,P7v5m
6249,9552165,85604630,53375202,12902433,82377784,31183813,37567213,51186258,68207555,86846431,70545763,90125928,86505503,22274188,TYD97
6250,36063030,66826240,43026730,75490366,22335347,60154914,57037590,65962341,14968404,82583822,66118741,2985176,2774976,14697850,f54I5
6251,66870251,60091012,55673809,56916995,13514891,70374215,12400855,44455815,76333786,74051177,57243738,94573922,40619501,84625010,LvdeY
6252,44081292,77023492,12733991,26857652,36154169,20446021,1147661,797209,16774550,48455251,50036496,24374009,30519912,9518367,Iacec
6253,7985731,71740790,87852838,7605707,70277069,51698303,12965990,12680773,20682780,95639572,64628048,37135101,27216649,23257292,zSrUC
6254,63060060,14911631,1588201,54468600,13137954,10524447,84842438,48251239,59983704,53416245,33581008,54725520,5388394,55722492,RPDxV
6255,1103723,21036205,89486295,14310291,5952319,84433059,9386376,14182511,46437732,54241969,37416361,1405292,62168355,41678290,pxQq6
6256,95949673,12378705,40445861,10464544,85268090,18934514,4132238,71993169,46277457,5006390,32705284,92746731,19607655,43931803,NP5jP
6257,453480,94647237,5584907,22200642,47382110,29926954,29772420,58572676,79264569,46081094,58278634,27181527,87398875,23476306,Ivf0F
6258,24822200,48135778,58199556,35890623,35364116,67100382,34540257,32246640,36054334,13211428,91851737,12867906,61077289,30254802,KdTqL
6259,73481537,78748054,87454818,13594179,91576411,24002424,97485501,50980256,58888407,48002417,2133268,75735394,45043720,49583616,QgM1C
6260,13976253,46439424,54927916,74593867,83662286,6012723,17205750,28783643,62963397,56169487,28491918,37963817,13005383,19395547,towCn
6261,95646050,88505352,54392543,75045355,9936134,45755182,42255978,36314288,36785439,47843583,69422578,69663623,90782375,36841094,dW0WD
6262,67272769,75155309,33147079,54006803,53937943,52808181,88479017,77111179,19968696,89367044,55009317,29438183,87475626,41718380,kYMmZ
6263,28534792,13760856,46645135,69877340,72546182,81837592,67948513,44478790,29755362,91995117,69810579,33615845,40271911,61184965,k6xmQ
6264,87220019,91458339,20169038,62522754,55727440,25736973,32682370,20563161,81548787,50662134,67338062,21706406,34693725,79421720,CUMSB
6265,54913265,73691844,55737215,89066006,1558411,25218119,85438443,55568914,11577760,11144712,86881929,24264437,91655085,28832597,1N6eD
6266,49044930,87087609,29386752,91556262,57773253,35772506,61727521,5980875,26194878,69240562,16604264,71352451,56639502,1203916,rCx19
6267,92219946,68168907,78543520,30222070,13559212,58454841,6896307,80390940,3816019,45580550,42996215,94635391,16135820,63863281,3tM7p
6268,82536136,46293848,19073482,50184325,95604550,32091759,38864193,52907444,65156273,24412799,58245346,73890972,19381254,26363489,F2xlk
6269,50889176,7764678,84706496,29028892,19077646,36608188,19516326,8081478,5354856,80129374,5586378,38260249,46710216,56573664,mOGJs
6270,59479023,37745747,36291711,7298322,74558387,39660854,98022419,31936692,84603369,5276749,23795630,36055453,59144372,81471020,Hla6b
6271,47652659,87342389,22661470,70251237,42055503,99599886,80137009,89788044,24066302,13802924,86067562,98200172,78353100,55580578,ioxMD
6272,82260418,38121355,61335295,74258474,83064080,1795265,81686684,9810194,53126312,5915856,9319727,52155043,94128174,48142692,m3BSU
6273,66295796,18461581,93635685,68198860,63858726,13317343,27233035,14304047,18541571,51165173,83110167,74242758,96939818,88938422,UIily
6274,45159676,46496620,27335015,32247558,90118437,14551550,72268276,54080159,27775008,4386129,1584016,81169232,33507795,63339947,NsXme
6275,60554958,40676573,61447981,27364091,48206132,92206037,91009480,61332535,43631633,53658987,44154791,42179928,52304071,38829547,mO6XI
6276,8755514,20690264,29208537,91153762,14583182,54935325,74534886,24208559,13368748,1124014,99773388,2931445,66368943,78975030,c5NxF
6277,83541836,25028353,18359556,76476084,23980326,22700605,94794386,28775346,29980513,23146775,2872861,52741219,43310682,6862815,4U0Oj
6278,97424861,55235995,25507938,98859110,54118971,81309991,20659975,87869532,12880874,28067069,44340542,36141912,44514547,30556799,KCOxo
6279,89506508,75356826,2983645,13750017,85341016,15785917,66659890,98962837,24619201,89690493,52883891,1009008,12268120,43807699,SBTf5
6280,39587910,63898102,36665706,30261869,58942230,43443697,72929989,11149215,90641502,41281465,35307767,91694185,89816485,11574087,7NjAz
6281,13141356,948984,21168039,7289971,17638266,69212755,74578802,45855828,29478297,62048281,65605041,729366,1955225,9081122,BilX3
6282,19215388,89489080,32555028,32716231,48333510,8255534,55308342,34788411,46813513,7675391,59528643,55704466,95278324,38812405,gXD5D
6283,76960367,37741183,93463779,499010,33216405,95132389,31501353,92327268,56897651,80871243,11451666,48662676,4819031,18376999,xw35R
6284,52047108,48214242,2179118,14925274,92754769,34929154,70157280,41033874,34979667,87004771,88372753,54766955,58261042,59034590,S8Zmh
6285,42238448,81466827,21607808,2767354,48131849,9910781,31438982,53023263,6392503,92020419,76872134,35019579,28567236,75758972,wDMLJ
6286,33590869,19365993,22858830,9050639,30301001,36888987,82845037,64183008,98759918,9284740,86825904,26505382,69153193,68275437,PqNyr
6287,35635597,12600415,17327803,89633457,9907039,718025,62586203,51979202,39353752,22635522,18479167,58148079,95864971,30679785,A0fpu
6288,30908569,84269886,2124374,4045425,80269772,35900310,74287872,73699926,23227573,89219737,12158682,76028704,45052926,26941859,mVCCo
6289,66185992,19295988,5889108,21917239,18039315,38981172,62561334,18622122,14577876,58814587,86118768,61575307,89250912,9826400,MrZdN
6290,53380582,1897797,19592394,61151628,35761692,9880650,56901936,54870163,34414125,23265978,20467554,14433229,77082298,38220416,fIyLT
6291,95326522,12741007,88403860,29171675,41016405,19500682,96418351,30277163,78158551,64915387,83483970,91715461,71780599,9961650,47LbD
6292,51189945,46881411,61327391,47407531,59035165,96290336,67592765,53298390,48969452,87288133,38632109,94077198,85922478,61859135,TsqNs
6293,48427723,47100766,37772996,27960911,92782900,46860044,84829657,51923478,26226336,83556076,74526069,35459372,38135619,59372685,5eW7D
6294,88486562,15617093,70820183,42614708,34228388,10313835,30742305,83570884,33564825,60316074,32289237,45825356,42438297,82243305,GZUsK
6295,70126274,76951221,26370058,2962266,69882942,99963510,2019975,64751645,26448844,50837969,6911263,81350692,49489181,50993743,xaCAK
6296,20911811,35639300,72337005,58743769,44809716,61989996,29240674,29695720,38956957,59551214,68572744,82047505,98766403,13605162,qL0JE
6297,20689274,81101180,85491289,20271810,71317301,33468064,52972596,89956997,77034003,96950624,49415864,27237907,13842647,94314411,znw9f
6298,80735100,33101536,21061119,29262453,79325307,5456419,84028006,9773510,43736231,82489996,65678841,59252755,470470,15764375,2BUOM
6299,52399688,37868967,815282,25461330,85301263,42102350,8648813,64885198,23221185,49317021,2610475,77427552,8027924,59862544,SXNpZ
6300,97899789,45597647,49692832,94236405,21452343,11564653,70713976,61569653,80029431,66967774,34184264,94413118,81045957,90396018,tUfW5
6301,27831826,479098,32044753,76480550,38416243,13191782,90993997,78388009,45724148,49296901,46530201,54429079,50238922,70498580,Jyabg
6302,53882027,25699424,76236511,39511628,85678100,67554486,23453061,7615406,62866469,87746785,26413850,18198635,58275431,81475987,RyYAX
6303,4137202,37395281,54072728,17502690,51239700,78492194,41588656,65783197,17110485,41559973,17405377,35089676,29444545,23821083,AN9gb
6304,43553847,14178496,32560817,29129156,85798964,95286868,84124338,29740961,43128659,88447526,60763470,20260881,20174527,67651703,DorHc
6305,22045163,26682938,54620910,98491588,60771176,9605535,97716392,90320349,71563233,68327809,67994851,20924337,62599910,52510570,kiRmT
6306,64833908,47551182,35344070,97139941,798189,40908303,42301226,38611939,71456322,97558799,70618733,92619882,31842225,52808643,z5Z1H
6307,34250923,46233093,31271080,75149020,92266390,51415184,16996086,32758164,80861554,80560596,40028271,20431895,80643059,59551003,99aJd
6308,95600579,78340823,71497572,60478322,24593322,53368922,27183145,46980585,56094405,48059233,58902977,10233230,51349894,97634389,yRekc
6309,17246578,83725173,27464347,25544812,10363904,24537324,36527851,1813321,42074989,70674822,29526891,20438550,26695195,36256646,Iv6gv
6310,49921156,56710345,13709218,65103091,94181527,11608929,85782710,67185334,3050700,22074998,3704140,13374059,78922082,54596039,H0qCY
6311,43123501,6308254,61571501,2956243,40977608,21519429,32772075,68376498,78792441,52407824,19950282,95906356,87483638,74695984,jkhqr
6312,49441908,22590411,8823672,17514546,94155310,55242674,75454606,85223757,16276804,66233030,90114207,93444940,82628135,26626300,zAuvS
6313,82999846,33793317,37832388,10207930,92051111,28517382,38177089,81250820,27617098,93499589,89640626,91922815,91207389,40822152,kp0fX
6314,44063515,74600164,43146711,16688392,4300824,26658967,40818535,14149986,55968635,84870757,75094432,62371496,88740438,90521445,BGnl1
6315,45951923,51422614,16493130,71876607,6269359,53035506,63564107,77990709,93546723,77112009,39926035,67792439,46696059,95705501,V6eNl
6316,34498930,961156,28324589,17520813,59616179,56517964,176387,48707479,89618959,727840,21404430,87763641,72239001,15172984,qQVgE
6317,65247706,10632890,68315858,38963706,26396132,79875230,18611552,42097751,8358750,99469506,74265710,39609162,3865165,92427385,GFLo6
6318,12822103,23779055,54798881,5611546,8077884,41793954,7277975,48925304,10587183,18803803,68401007,13441401,21070207,84967188,y0OzE
6319,72088398,74314012,60364345,69549579,77519471,91209870,76522154,78616801,93290569,25462388,35896885,23194455,53112410,53724999,1V3cy
6320,27085520,20117711,58186585,68052941,25058682,50749809,27835938,77980067,1739471,79312414,542516,29689494,13850308,70235501,cAJMO
6321,928668,49471526,31664149,77411701,59131853,48950354,83011706,9142416,21153591,92473532,14873586,58168378,91495794,45604292,aSyAr
6322,15585636,34081068,96437151,69389016,19950433,29485107,2143203,30765785,47464210,49928172,33127804,52965643,51646109,93823566,Mg5YE
6323,48772097,90435228,78292370,32728867,15792878,10063144,15100977,70005194,17453907,86523337,95921503,50920832,61582168,44740192,r2t12
6324,59097646,55524540,60661631,61637035,41644771,25609978,19470723,25778871,30748395,31943988,53464475,60609666,81791335,82634469,WHwfs
6325,92754008,87609331,34324032,90574987,71887301,99500627,99177788,11710981,572676,64763075,83429683,97523815,21161963,47995755,JIFxP
6326,52738164,30027758,61010556,98874456,79625137,44933517,62017293,37362212,7462186,44590234,79305491,50265028,55466131,86078105,9wt6X
6327,27993423,88608076,37564315,72833601,78012015,10155026,91347807,87135589,20247848,30434951,45969591,79985412,34377658,70891487,aFP8q
6328,85984177,40692769,77535320,62896672,10989767,3713495,62635052,76026993,83840906,65740425,73397626,25553005,19418329,7979334,ykwwG
6329,11000318,55260093,43746442,66318563,24656084,16215944,30004449,78830345,16002517,61304777,69660396,65649490,98423561,35336673,LCxiM
6330,82403915,71703648,73777909,15872296,87097169,26701126,99901616,18166098,33657114,78842969,34982102,10716886,18465945,86468284,lf7qv
6331,46692456,829118,12718054,33114982,59180219,9674343,13086334,94927329,38084793,69246389,57680801,33348965,67721266,36714298,8Q0s2
6332,45688990,70658057,81721198,59561564,43563381,24425635,79482673,7688289,8228111,38823487,12958802,77043851,14201970,13581372,w4xuo
6333,44828734,44173530,30812865,82473112,31631287,7675650,52042485,51736444,59223988,80029507,51593950,79070432,44057048,19479065,RMA5o
6334,38224162,2653795,62272737,7286126,64435570,4346672,8677675,26090705,19658959,98922496,13275072,96607853,2040554,22461266,FXNQ4
6335,65981029,51897824,21159397,37766812,48247645,51839999,20114563,64455439,73779604,89315381,2420921,14525712,49834525,83821752,wMV41
6336,92978381,77506249,23980510,58472800,53594206,24079432,94202686,26734746,46949786,57158602,60636549,73621683,72109459,42272055,m3lyS
6337,77465621,54523862,49488088,53701822,17136181,24561045,86602525,56395131,64214720,32896885,93628593,55386937,65560403,65952627,22Agv
6338,98187523,84707712,83415679,53562238,42469069,27100202,67171719,96510149,61628961,76238656,32218061,98509172,89877771,3418328,IUPSw
6339,30864673,92493956,4606623,35572478,37071303,44862377,6627107,49774712,42190574,68887625,25916845,15078166,7926050,21412583,miDBj
6340,22839003,71972931,11615609,98183450,33313076,60571798,5529208,42105180,17223104,52856374,21107829,64021740,59140919,93076894,Z6mp5
6341,90119048,362663,47351048,56631124,10462095,26442155,16967928,21736975,11702829,17563446,97594984,96128625,58299855,7660369,T8y1A
6342,1566528,46326953,16287372,78398137,51990765,67002762,43845920,36568291,9603198,80719203,60037709,79851242,17032746,56211321,QdEjT
6343,47732741,46208202,10341139,99401860,79425640,55430989,54601975,59680582,90093770,42889297,44208270,58795088,20452456,70110497,kzQRA
6344,97962578,63685581,61381147,77682871,96001169,55669635,87475818,6323087,47270717,66246620,15684323,9407248,43265460,49573387,M0Gk3
6345,12709503,23814324,34563687,84713606,76494165,10010996,86544799,91104433,31556919,8239468,37251498,96507742,15642688,55306959,fDcDi
6346,52621673,98964417,39573597,10654225,12705720,38524981,87870972,76614714,1718691,27942565,97487603,87696356,85535127,1287599,EQ5XR
6347,2391530,55197708,7135809,55025879,61950022,64021159,44947188,69314749,64697268,63988522,75613455,72281354,37297898,83186333,RJk7I
6348,38359738,6594795,55990646,5312386,6028609,86045179,2057380,50578099,57659263,63454318,36607021,3518750,530538,63068755,wKmGK
6349,18725835,39181214,26864158,23999424,2829046,40384053,58296090,22633785,52051872,71176375,77924857,25431070,51831990,43958496,2yCkG
6350,23372957,83511714,98609594,68441387,12065532,62131872,50637556,32817198,99806632,16307957,98821745,83060916,32022838,75443538,jpMxW
6351,29904576,86767190,30233298,90276863,51604717,82149273,29665891,59996222,99670919,73015901,14420569,36566084,40707361,48215077,gseVP
6352,81585429,83229920,89540672,68952381,66998481,10590071,44887731,24052645,23830578,37203397,17440936,13260026,477752,81767089,WqWCl
6353,28438025,64174729,25103680,66180331,13779047,13637112,14449874,90103667,60278631,38675014,28229466,31965742,79355711,72647856,mfqo3
6354,40151776,56054847,19414248,79722298,22442210,3236623,3161423,82457993,51628160,15886013,90471862,64720685,81592731,15200566,hNebF
6355,93393390,78887660,2988583,47952371,28239245,54036201,85274317,21588672,38883526,32711029,58050300,21992559,49766180,2861179,vex6J
6356,66675242,15937907,16715944,62911506,28742506,27477733,87096190,70609301,66614740,38343657,92692658,67580507,34005347,94482867,CHlrB
6357,57089204,37714094,20648964,44739626,18155836,44874587,76849262,73035917,66191102,87131687,79887360,92023043,61907592,49037972,mcemr
6358,36551354,53460375,57271951,68408284,28382518,82445707,72867199,2221534,47428408,65355609,56863660,40175188,52069521,55462173,nNB4b
6359,93546995,47731286,90259047,90158095,66284346,3546011,69193409,2792288,3590909,74171692,16367442,77811985,16970279,22950285,dxuql
6360,54556541,15659486,6194331,28217221,46296029,37496042,84718885,45484960,86649454,36687781,85645212,54410836,95544211,73231749,CwJo0
6361,83015520,55385931,8336335,58789960,3312044,753162,8570769,73383953,31885386,24520262,33354225,93467393,83201821,67295655,biUsG
6362,81963808,38895302,34980140,69830821,55392300,55163623,9012074,51629370,15295537,60473947,62984114,1595926,23984575,33293541,HyJkT
6363,53666696,96159401,10249219,14886900,28176097,65518405,5348950,99295835,36053207,12696946,63054533,77882949,84403400,26506628,jKqKZ
6364,83817602,40435819,43619022,32518085,23193016,68228933,64216719,69816135,16592275,79601219,43399781,84450826,26332666,78511766,WBBhv
6365,88321306,49656959,71905819,1455237,80184245,69086298,67531434,66632932,85148730,32038271,43393926,38689718,34667477,40502966,XzEVD
6366,59835346,9500798,54666803,74798660,2924465,79026685,85342350,97966146,16517850,64921307,4972878,13865465,25421690,40647954,ze6jj
6367,25198630,59048379,64661302,2896568,32376704,96554919,98422147,312257,37719612,13863442,45646168,92738790,53212414,53405492,7JeUF
6368,2824549,14991450,55198676,75809331,43846315,49881215,538797,67010061,13564614,42556659,34199082,39933637,98881225,39357795,wVZtj
6369,63084339,35776269,48876596,25648045,11136479,56729405,33733871,95548335,47155083,89764045,80879502,74188953,96736454,53906345,XAAiA
6370,29596829,69259740,3337056,33190058,68803734,57566445,57136335,9394119,62947074,18894098,72901369,95537265,18237509,96129592,xcL9J
6371,53024225,92506622,77234470,14644359,17135548,59640870,78781482,47030073,48176576,91694327,90329878,99086959,38082372,55911860,at9yq
6372,22547212,84687107,564161,58389690,64307619,79784789,59216612,98220793,68104634,55361067,90055149,64931428,93212229,71381672,JzHXr
6373,49601828,39373701,94222872,9386791,40551244,9947070,9757215,76284794,61969431,96306898,42399805,38875585,44313783,96433026,fVE5S
6374,3150710,90784169,48600089,20543579,75070750,9777040,84139214,10210400,67114242,24687199,22145228,89123560,27527220,61613199,dPkUr
6375,70020611,2046959,7683122,65816684,16931263,52841944,51408734,2389207,23162047,52750207,21925603,57625602,25560482,59552279,YWBA6
6376,4713888,1918110,68128971,50152801,57482749,90813396,72219994,82883572,79348769,61230485,57373085,55525345,68879864,29071374,c0zQr
6377,72447922,505385,33015874,80137835,67685644,98045519,46773241,37346146,67085543,96138732,741757,64443399,85944365,41809573,wx3JL
6378,28689965,62463680,40339051,69420646,40318512,15588538,67818243,51506416,93462031,13543895,77341907,77500926,33042607,85782037,hpv1U
6379,29008256,12508276,14813254,64295837,15076563,72065308,9867841,6084424,47982148,38774933,26068470,16535111,7696303,67785468,JeaIq
6380,54278640,19866012,83494723,37318556,90690936,5418822,3704576,73447804,28758102,42712234,76218312,19668644,77064716,38115679,UuhUP
6381,71904916,60885395,62225250,75534739,38723304,23356598,37086706,8745026,69458266,33518954,58679191,52738948,58424008,13456175,d5Aq2
6382,99992120,77519264,16465711,3605886,90334277,93839070,39731433,36408467,78888271,57249484,83182403,16386562,21065533,88116321,tVoaK
6383,99107103,62536470,57719721,36019517,36531654,69785866,83292946,32083134,44179798,3344924,96378411,34483601,22989966,2446773,vNNNQ
6384,22306531,46134638,7347078,51142041,85853077,68195211,23477872,84111888,23749310,66132083,41935588,27493770,84466244,36001803,uF1AS
6385,16540437,68033634,77511271,43026691,34245659,97079582,1851023,52550192,25981110,25924472,13471070,85113627,90599177,99842006,T0Djd
6386,31978240,20809035,28880270,55039664,7155707,7232208,32300816,46902538,26353061,46228993,77947382,61975150,8196834,96075205,XkR4M
6387,11720141,84959857,56735623,70792269,79736044,55881267,4422884,51405744,63445211,62659872,57494939,50965220,2618320,15662886,7WOqz
6388,36710046,67402935,56044039,72798500,56784958,28591092,89623573,92695771,33016832,90732191,26880157,83585055,78645854,39976589,uWbgA
6389,24973527,61850925,68501195,971790,70400707,51585406,26962455,4084380,85964791,1939602,63072197,13169650,71256350,94223810,2BWGN
6390,20051925,76977159,52206095,7249090,89787475,8778516,61960900,9267864,60871544,9569853,35202428,59701551,60731136,74197427,fhjbf
6391,84090689,46210398,72840218,25578087,92069960,68142879,46332613,67183158,74941046,87866331,34816079,3979265,41184784,60745729,o89XS
6392,29057173,76162532,45125308,99925931,67196094,7824668,51977109,87155379,73702465,7193068,27429365,92893777,35260637,17049770,aoG6L
